Unnamed: 0,ID,IDstudy,plotID,country,region,climate,bedrock,soil_type,TYPE_CHANGE,CROP_current,CROP_type,current_land_use*,LUC_this_study,previous_land_use*,NUM_DEPTH,N_measured_current.1,temperature_Celsiul,precipitation_mm,Latitud,Longitud,years_since_luc,year_measure,soil_from_cm_current,soil_to_cm_current,depth_midpoint_current,bulk_density_Mg_m3_current,%clay_current,%silt_current,%sand_current,ph_current,SOC_Mg_ha_current,sd_SOC_Mgha_current,soil_from_cm_previous,soil_to_cm_previous,depth_midpoint_previous,Bulkdensity_previous,%clay_previous,%silt_previous,%sand_previous,ph_previous,SOC_Mg_ha_previous,SOC_change,SOC_percentage_change,csp_change,luc_rank
171,1000,104,388,UK,Oxfordshire,Temperate,,,LUC,Miscanthus,grass,bioenergy,YES,annual_crop,3,3,9.0,687.0,51.8,-1.6,5.0,2012.0,15.0,40.0,27.5,1.495,,,,,29.935,,15.0,40.0,27.5,1.045,,,,,53.96,24.025,-44.52372127501854,1.0,4.0
173,1006,106,390,UK,Worcestershire,Temperate,,,LUC,Willow,woody,SRC,YES,grassland,3,3,9.0,770.0,52.2,-1.9,9.0,2013.0,15.0,40.0,27.5,1.5699999999999998,,,,,58.005,,15.0,40.0,27.5,1.385,,,,,66.255,8.249999999999993,-12.451890423364263,0.0,3.0
174,1009,107,391,UK,Worcestershire,Temperate,,,LUC,Willow,woody,SRC,YES,grassland,3,3,9.0,770.0,52.2,-1.9,19.0,2013.0,15.0,40.0,27.5,1.57,,,,,47.265,,15.0,40.0,27.5,1.385,,,,,66.255,18.989999999999995,-28.66198777450758,0.0,3.0
175,1012,108,392,UK,Worcestershire,Temperate,,,LUC,Willow,woody,SRC,YES,grassland,3,3,9.0,770.0,52.2,-1.9,22.0,2013.0,15.0,40.0,27.5,1.555,,,,,57.645,,15.0,40.0,27.5,1.385,,,,,66.255,8.61,-12.995245641838352,0.0,3.0
176,1015,109,393,UK,Clwyd,Temperate,,,LUC,Miscanthus,grass,bioenergy,YES,grassland,3,3,9.0,1132.0,53.2,-3.7,5.0,2013.0,15.0,40.0,27.5,1.465,,,,,53.195,,15.0,40.0,27.5,1.095,,,,,29.450000000000003,-23.745,80.62818336162987,-1.0,2.0
177,1018,110,394,UK,Gwynedd,Temperate,,,LUC,Miscanthus,grass,bioenergy,YES,grassland,3,3,10.0,1145.0,52.4,-4.0,0.0,2013.0,15.0,40.0,27.5,1.14,,,,,62.035,,15.0,40.0,27.5,1.04,,,,,49.65,-12.385000000000003,24.944612286002023,-1.0,2.0
178,1020,111,395,UK,Somerset ,Temperate,,,LUC,Miscanthus,grass,bioenergy,YES,grassland,3,3,10.0,868.0,51.2,-2.8,9.0,2013.0,15.0,40.0,27.5,0.985,,,,,73.075,,15.0,40.0,27.5,1.05,,,,,68.055,-5.019999999999996,7.376386746014246,-1.0,2.0
179,1023,112,396,UK,Dorset,Temperate,,,LUC,Willow,woody,SRC,YES,annual_crop,3,3,10.0,820.0,50.7,-2.4,5.0,2013.0,15.0,40.0,27.5,1.31,,,,,31.93,,15.0,40.0,27.5,1.52,,,,,39.55,7.619999999999997,-19.266750948166877,2.0,5.0
180,1026,113,397,UK,Somerset ,Temperate,,,LUC,Miscanthus,grass,bioenergy,YES,annual_crop,3,3,10.0,957.0,51.0,-3.1,10.0,2013.0,15.0,40.0,27.5,1.595,,,,,34.585,,15.0,40.0,27.5,1.015,,,,,35.160000000000004,0.5750000000000028,-1.635381114903307,1.0,4.0
181,1029,114,398,UK,Somerset ,Temperate,,,LUC,Miscanthus,grass,bioenergy,YES,annual_crop,3,3,10.0,957.0,51.0,-3.1,10.0,2013.0,15.0,40.0,27.5,1.47,,,,,35.35,,15.0,40.0,27.5,1.185,,,,,55.67,20.32,-36.500808334830246,1.0,4.0
182,1032,115,399,UK,Cornwall,Temperate,,,LUC,Miscanthus,grass,bioenergy,YES,grassland,3,3,11.0,938.0,50.5,-4.8,9.0,2012.0,15.0,40.0,27.5,1.13,,,,,40.715,,15.0,40.0,27.5,1.135,,,,,48.495,7.780000000000001,-16.042891019692753,-1.0,2.0
183,1035,116,400,UK,Cornwall,Temperate,,,LUC,Miscanthus,grass,bioenergy,YES,annual_crop,3,3,10.0,1048.0,50.4,-4.6,8.0,2012.0,15.0,40.0,27.5,0.915,,,,,49.275000000000006,,15.0,40.0,27.5,1.085,,,,,44.155,-5.1200000000000045,11.595515796625534,1.0,4.0
184,1038,117,401,UK,Cornwall,Temperate,,,LUC,Miscanthus,grass,bioenergy,YES,annual_crop,3,3,10.0,1048.0,50.4,-4.6,8.0,2012.0,15.0,40.0,27.5,0.915,,,,,49.275000000000006,,15.0,40.0,27.5,0.97,,,,,49.34,0.0649999999999906,-0.13173895419536,1.0,4.0
185,1041,118,402,UK,Cornwall,Temperate,,,LUC,Miscanthus,grass,bioenergy,YES,annual_crop,3,3,10.0,1048.0,50.4,-4.6,8.0,2012.0,15.0,40.0,27.5,1.065,,,,,49.34,,15.0,40.0,27.5,0.72,,,,,75.515,26.175000000000004,-34.661987684565986,1.0,4.0
186,1044,119,403,UK,Fife,Temperate,,,LUC,Willow,woody,SRC,YES,annual_crop,3,3,9.0,986.0,56.0,-3.6,4.0,2012.0,15.0,40.0,27.5,1.26,,,,,70.095,,15.0,40.0,27.5,1.465,,,,,61.835,-8.259999999999998,13.358130508611625,2.0,5.0
187,1047,120,404,UK,Fife,Temperate,,,LUC,Willow,woody,SRC,YES,annual_crop,3,3,9.0,986.0,56.0,-3.6,4.0,2012.0,15.0,40.0,27.5,1.26,,,,,70.095,,15.0,40.0,27.5,1.4,,,,,54.585,-15.509999999999998,28.414399560318763,2.0,5.0
188,1050,121,405,UK,Fife,Temperate,,,LUC,Willow,woody,SRC,YES,grassland,3,3,8.0,824.0,56.2,-3.2,6.0,2013.0,15.0,40.0,27.5,1.4,,,,,46.15,,15.0,40.0,27.5,1.11,,,,,67.405,21.255000000000003,-31.53326904532305,0.0,3.0
189,1053,122,406,UK,Pembrokeshire,Temperate,,,LUC,Willow,woody,SRC,YES,grassland,3,3,10.0,1059.0,51.7,-4.7,9.0,2013.0,15.0,40.0,27.5,1.355,,,,,47.75,,15.0,40.0,27.5,1.23,,,,,32.8,-14.950000000000005,45.57926829268294,0.0,3.0
190,1056,123,407,UK,Pembrokeshire,Temperate,,,LUC,Willow,woody,SRC,YES,grassland,3,3,10.0,1059.0,51.7,-4.7,9.0,2013.0,15.0,40.0,27.5,1.355,,,,,47.75,,15.0,40.0,27.5,1.14,,,,,51.265,3.515000000000001,-6.856529796157224,0.0,3.0
191,1059,124,408,UK,Pembrokeshire,Temperate,,,LUC,Willow,woody,SRC,YES,grassland,3,3,10.0,1059.0,51.7,-4.7,9.0,2013.0,15.0,40.0,27.5,1.185,,,,,61.255,,15.0,40.0,27.5,1.14,,,,,51.265,-9.990000000000002,19.48697942065737,0.0,3.0
192,1062,125,409,UK,Pembrokeshire,Temperate,,,LUC,Willow,woody,SRC,YES,grassland,3,3,10.0,1059.0,51.7,-4.7,9.0,2013.0,15.0,40.0,27.5,1.185,,,,,61.255,,15.0,40.0,27.5,1.23,,,,,32.8,-28.455000000000005,86.75304878048783,0.0,3.0
193,1065,126,410,UK,Cumbria,Temperate,,,LUC,Willow,woody,SRC,YES,annual_crop,3,3,10.0,609.0,52.5,-0.5,6.0,2013.0,15.0,40.0,27.5,1.485,,,,,44.56,,15.0,40.0,27.5,1.7999999999999998,,,,,32.255,-12.305,38.14912416679584,2.0,5.0
194,1068,127,411,UK,West Midlands,Temperate,,,LUC,Miscanthus,grass,bioenergy,YES,annual_crop,2,3,10.0,609.0,52.7,-2.1,6.0,2013.0,15.0,40.0,27.5,1.235,,,,,34.825,,15.0,40.0,27.5,1.415,,,,,30.365,-4.460000000000004,14.687963115428962,1.0,4.0
195,1070,128,412,Germany,Abbachhof,Temperate,,,LUC,Poplar,woody,SRC,YES,annual_crop,2,2,8.0,650.0,49.083,12.15,28.0,2012.0,0.0,30.0,15.0,1.5,11.0,21.0,67.0,5.7,34.0,4.0,0.0,30.0,15.0,1.5,11.0,21.0,67.0,6.7,37.0,3.0,-8.108108108108109,2.0,5.0
196,1072,128,413,Germany,Arnsfeld,Temperate,,,LUC,Poplar,woody,SRC,YES,annual_crop,2,2,6.9,860.0,50.583,13.11,13.0,2012.0,0.0,30.0,15.0,1.2,17.0,38.0,45.0,5.0,49.0,5.0,0.0,30.0,15.0,1.4,17.0,38.0,45.0,5.4,37.0,-12.0,32.432432432432435,2.0,5.0
197,1074,128,414,Germany,Beuerberg,Temperate,,,LUC,Poplar,woody,SRC,YES,grassland,2,2,7.8,1425.0,47.833,11.4,18.0,2012.0,0.0,30.0,15.0,1.1,25.0,43.0,32.0,4.9,62.0,5.0,0.0,30.0,15.0,1.2,25.0,43.0,32.0,5.8,76.0,14.0,-18.421052631578945,0.0,3.0
198,1076,128,415,Germany,Bad_Birnbach,Temperate,,,LUC,Poplar,woody,SRC,YES,annual_crop,2,2,8.9,930.0,48.416,13.15,17.0,2012.0,0.0,30.0,15.0,1.3,20.0,68.0,12.0,5.8,57.0,4.0,0.0,30.0,15.0,1.3,20.0,68.0,12.0,6.3,51.0,-6.0,11.76470588235294,2.0,5.0
199,1078,128,416,Germany,Dornburg,Temperate,,,LUC,Poplar,woody,SRC,YES,annual_crop,2,2,8.1,595.0,51.0,11.666,18.0,2012.0,0.0,30.0,15.0,1.3,29.0,67.0,4.0,6.7,48.0,3.0,0.0,30.0,15.0,1.5,29.0,67.0,4.0,7.2,36.0,-12.0,33.33333333333333,2.0,5.0
200,1080,128,417,Germany,Forchheim,Temperate,,,LUC,Willow,woody,SRC,YES,annual_crop,2,2,10.1,742.0,48.966,8.333,17.0,2012.0,0.0,30.0,15.0,1.4,11.0,19.0,70.0,5.7,45.0,2.0,0.0,30.0,15.0,1.6,11.0,19.0,70.0,5.5,40.0,-5.0,12.5,2.0,5.0
201,1082,128,418,Germany,Georgenhof,Temperate,,,LUC,Willow,woody,SRC,YES,grassland,2,2,7.9,740.0,51.433,9.6,23.0,2012.0,0.0,30.0,15.0,1.2,11.0,20.0,69.0,5.4,58.0,12.0,0.0,30.0,15.0,1.4,11.0,20.0,69.0,5.4,52.0,-6.0,11.538461538461538,0.0,3.0
202,1084,128,419,Germany,Hann_M€unden,Temperate,,,LUC,Poplar,woody,SRC,YES,annual_crop,2,2,8.6,700.0,51.483,9.6,35.0,2012.0,0.0,30.0,15.0,1.1,20.0,56.0,24.0,5.3,64.0,7.0,0.0,30.0,15.0,1.4,20.0,56.0,24.0,5.2,45.0,-19.0,42.22222222222222,2.0,5.0
203,1086,128,420,Germany,Heuberghof,Temperate,,,LUC,Willow,woody,SRC,YES,annual_crop,2,2,6.8,800.0,48.283,8.433,18.0,2012.0,0.0,30.0,15.0,0.9,67.0,30.0,3.0,7.0,98.0,9.0,0.0,30.0,15.0,0.9,67.0,30.0,3.0,5.9,99.0,1.0,-1.0101010101010102,2.0,5.0
204,1087,128,421,Germany,Hart,Temperate,,,LUC,Poplar,woody,SRC,YES,annual_crop,2,2,8.8,1155.0,47.933,12.55,18.0,2012.0,0.0,30.0,15.0,1.3,24.0,53.0,23.0,5.4,55.0,3.0,0.0,30.0,15.0,1.2,24.0,53.0,23.0,6.4,61.0,6.0,-9.836065573770492,2.0,5.0
205,1089,128,422,Germany,Langenwetzendorf,Temperate,,,LUC,Poplar,woody,SRC,YES,annual_crop,2,2,7.4,600.0,50.683,12.1,19.0,2012.0,0.0,30.0,15.0,1.4,23.0,59.0,18.0,5.8,48.0,5.0,0.0,30.0,15.0,1.3,23.0,59.0,18.0,6.6,60.0,12.0,-20.0,2.0,5.0
206,1091,128,423,Germany,Mehrstedt,Temperate,,,LUC,Poplar,woody,SRC,YES,grassland,2,2,8.5,547.0,51.283,10.633,8.0,2012.0,0.0,30.0,15.0,1.3,24.0,67.0,10.0,5.6,44.0,5.0,0.0,30.0,15.0,1.3,24.0,67.0,10.0,6.8,49.0,5.0,-10.20408163265306,0.0,3.0
207,1093,128,424,Germany,Neuhof,Temperate,,,LUC,Poplar,woody,SRC,YES,annual_crop,2,2,8.2,800.0,48.766,10.8,18.0,2012.0,0.0,30.0,15.0,1.3,32.0,49.0,19.0,7.2,61.0,5.0,0.0,30.0,15.0,1.3,32.0,49.0,19.0,7.2,64.0,3.0,-4.6875,2.0,5.0
208,1095,128,425,Germany,Pumpernudel,Temperate,,,LUC,Poplar,woody,SRC,YES,annual_crop,2,2,8.1,990.0,48.233,12.116,14.0,2012.0,0.0,30.0,15.0,1.3,26.0,62.0,11.0,5.3,51.0,4.0,0.0,30.0,15.0,1.3,26.0,62.0,11.0,7.0,54.0,3.0,-5.555555555555555,2.0,5.0
209,1097,128,426,Germany,Potsdam,Temperate,,,LUC,Poplar,woody,SRC,YES,annual_crop,2,2,9.2,560.0,48.233,13.0,17.0,2012.0,0.0,30.0,15.0,1.5,11.0,13.0,76.0,6.0,36.0,8.0,0.0,30.0,15.0,1.6,11.0,13.0,76.0,5.9,29.0,-7.0,24.13793103448276,2.0,5.0
210,1099,128,427,Germany,Salzungen,Temperate,,,LUC,Poplar,woody,SRC,YES,annual_crop,2,2,8.1,586.0,50.8,10.233,15.0,2012.0,0.0,30.0,15.0,1.3,12.0,30.0,58.0,5.7,33.0,2.0,0.0,30.0,15.0,1.4,12.0,30.0,58.0,5.9,28.0,-5.0,17.857142857142858,2.0,5.0
211,1101,128,428,Germany,Sk€aßchen,Temperate,,,LUC,Poplar,woody,SRC,YES,annual_crop,2,2,8.5,575.0,51.35,13.566,14.0,2012.0,0.0,30.0,15.0,1.3,12.0,24.0,64.0,5.9,39.0,2.0,0.0,30.0,15.0,1.4,12.0,24.0,64.0,5.9,44.0,5.0,-11.363636363636363,2.0,5.0
212,1103,128,429,Germany,Schwarzenau,Temperate,,,LUC,Willow,woody,SRC,YES,annual_crop,2,2,9.8,570.0,49.75,10.2166,17.0,2012.0,0.0,30.0,15.0,1.5,13.0,11.0,77.0,5.6,38.0,4.0,0.0,30.0,15.0,1.5,13.0,11.0,77.0,4.9,20.0,-18.0,90.0,2.0,5.0
213,1105,128,430,Germany,Teisendorf,Temperate,,,LUC,Poplar,woody,SRC,YES,grassland,2,2,7.8,1541.0,47.833,12.85,14.0,2012.0,0.0,30.0,15.0,1.0,36.0,49.0,15.0,6.2,71.0,4.0,0.0,30.0,15.0,1.1,36.0,49.0,15.0,6.9,78.0,7.0,-8.974358974358974,0.0,3.0
214,1107,128,431,Germany,Thammenhain,Temperate,,,LUC,Poplar,woody,SRC,YES,annual_crop,2,2,8.5,575.0,51.433,12.85,12.0,2012.0,0.0,30.0,15.0,1.6,9.0,31.0,60.0,5.6,33.0,5.0,0.0,30.0,15.0,1.5,9.0,31.0,60.0,5.6,40.0,7.0,-17.5,2.0,5.0
215,1109,128,432,Germany,W€ollershof,Temperate,,,LUC,Poplar,woody,SRC,YES,annual_crop,2,2,8.1,710.0,49.75,12.183,20.0,2012.0,0.0,30.0,15.0,1.3,11.0,30.0,59.0,5.3,38.0,2.0,0.0,30.0,15.0,1.4,11.0,30.0,59.0,6.0,31.0,-7.0,22.58064516129032,2.0,5.0
216,1113,130,434,USA,Iowa,Temperate,,,LUC,Switchgrass,grass,bioenergy,YES,annual_crop,2,1,9.0,864.0,41.878,-93.097,24.0,,0.0,30.0,15.0,,,,,,41.63,,0.0,30.0,15.0,,,,,,38.73,-2.9000000000000057,7.487735605473808,1.0,4.0
217,1114,130,435,USA,Iowa,Temperate,,,LUC,Switchgrass,grass,bioenergy,YES,annual_crop,2,1,9.0,864.0,41.878,-93.097,24.0,,0.0,30.0,15.0,,,,,,48.86,,0.0,30.0,15.0,,,,,,38.73,-10.130000000000004,26.155435063258462,1.0,4.0
218,1117,131,436,USA,Tennessee,Temperate,,,LUC,Switchgrass,grass,bioenergy,YES,annual_crop,2,1,15.0,1397.0,35.5175,-86.5804,5.0,,0.0,30.0,15.0,,,,,,27.59,,0.0,30.0,15.0,,,,,,23.99,-3.6000000000000014,15.006252605252197,1.0,4.0
219,1118,131,437,USA,Tennessee,Temperate,,,LUC,Switchgrass,grass,bioenergy,YES,grassland,2,1,15.0,1397.0,35.5175,-86.5804,5.0,,0.0,30.0,15.0,,,,,,34.1,,0.0,30.0,15.0,,,,,,33.52,-0.5799999999999983,1.7303102625298277,-1.0,2.0
220,1119,131,438,USA,Kentucky,Temperate,,,LUC,Switchgrass,grass,bioenergy,YES,annual_crop,2,1,13.0,1165.0,37.8393,-84.27,5.0,,0.0,30.0,15.0,,,,,,24.07,,0.0,30.0,15.0,,,,,,23.02,-1.0500000000000007,4.561251086012167,1.0,4.0
221,1120,131,439,USA,Virginia,Temperate,,,LUC,Switchgrass,grass,bioenergy,YES,grassland,2,1,13.0,1116.0,37.4316,-78.6569,5.0,,0.0,30.0,15.0,,,,,,36.92,,0.0,30.0,15.0,,,,,,42.32,5.399999999999999,-12.759924385633267,-1.0,2.0
222,1125,132,440,USA,Ohio,Temperate,,,LUC,Switchgrass,grass,bioenergy,YES,grassland,2,1,10.0,973.0,40.4173,-82.9071,7.0,,0.0,30.0,15.0,,,,,,106.0,,0.0,30.0,15.0,,,,,,108.0,2.0,-1.851851851851852,-1.0,2.0
223,1126,132,441,USA,Ohio,Temperate,,,LUC,Switchgrass,grass,bioenergy,YES,annual_crop,2,1,10.0,973.0,40.4173,-82.9071,7.0,,0.0,30.0,15.0,,,,,,75.0,,0.0,30.0,15.0,,,,,,80.0,5.0,-6.25,1.0,4.0
224,1127,132,442,USA,Ohio,Temperate,,,LUC,Switchgrass,grass,bioenergy,YES,grassland,2,1,10.0,973.0,40.4173,-82.9071,7.0,,0.0,30.0,15.0,,,,,,60.0,,0.0,30.0,15.0,,,,,,63.0,3.0,-4.761904761904762,-1.0,2.0
225,1131,133,443,USA,Ohio,Temperate,,,LUC,Switchgrass,grass,bioenergy,YES,grassland,1,1,10.0,973.0,40.4173,-82.9071,6.0,,0.0,30.0,15.0,,,,,,105.75,,0.0,30.0,15.0,,,,,,105.7,-0.0499999999999971,0.0473036896877929,-1.0,2.0
226,1132,133,444,USA,Ohio,Temperate,,,LUC,Switchgrass,grass,bioenergy,YES,grassland,1,1,10.0,973.0,40.4173,-82.9071,6.0,,0.0,30.0,15.0,,,,,,117.32,,0.0,30.0,15.0,,,,,,105.7,-11.61999999999999,10.993377483443698,-1.0,2.0
227,1133,133,445,USA,Ohio,Temperate,,,LUC,Switchgrass,grass,bioenergy,YES,grassland,1,1,10.0,973.0,40.4173,-82.9071,6.0,,0.0,30.0,15.0,,,,,,126.0,,0.0,30.0,15.0,,,,,,105.7,-20.3,19.20529801324503,-1.0,2.0
228,1134,133,446,USA,Ohio,Temperate,,,LUC,Switchgrass,grass,bioenergy,YES,grassland,1,1,10.0,973.0,40.4173,-82.9071,6.0,,0.0,30.0,15.0,,,,,,134.49,,0.0,30.0,15.0,,,,,,105.7,-28.790000000000006,27.23746452223274,-1.0,2.0
229,1135,133,447,USA,Ohio,Temperate,,,LUC,Switchgrass,grass,bioenergy,YES,annual_crop,1,1,10.0,973.0,40.4173,-82.9071,6.0,,0.0,30.0,15.0,,,,,,58.59,,0.0,30.0,15.0,,,,,,64.89,6.299999999999997,-9.708737864077666,1.0,4.0
230,1136,133,448,USA,Ohio,Temperate,,,LUC,Switchgrass,grass,bioenergy,YES,annual_crop,1,1,10.0,973.0,40.4173,-82.9071,6.0,,0.0,30.0,15.0,,,,,,56.74,,0.0,30.0,15.0,,,,,,64.89,8.149999999999999,-12.559716443211585,1.0,4.0
231,1137,133,449,USA,Ohio,Temperate,,,LUC,Switchgrass,grass,bioenergy,YES,annual_crop,1,1,10.0,973.0,40.4173,-82.9071,6.0,,0.0,30.0,15.0,,,,,,62.55,,0.0,30.0,15.0,,,,,,64.89,2.3400000000000034,-3.6061026352288543,1.0,4.0
232,1138,133,450,USA,Ohio,Temperate,,,LUC,Switchgrass,grass,bioenergy,YES,annual_crop,1,1,10.0,973.0,40.4173,-82.9071,6.0,,0.0,30.0,15.0,,,,,,61.43,,0.0,30.0,15.0,,,,,,64.89,3.460000000000001,-5.332100477731546,1.0,4.0
233,1139,133,451,USA,Ohio,Temperate,,,LUC,Switchgrass,grass,bioenergy,YES,grassland,1,1,10.0,973.0,40.4173,-82.9071,6.0,,0.0,30.0,15.0,,,,,,65.71,,0.0,30.0,15.0,,,,,,78.08,12.370000000000005,-15.842725409836072,-1.0,2.0
234,1140,133,452,USA,Ohio,Temperate,,,LUC,Switchgrass,grass,bioenergy,YES,grassland,1,1,10.0,973.0,40.4173,-82.9071,6.0,,0.0,30.0,15.0,,,,,,60.98,,0.0,30.0,15.0,,,,,,78.08,17.1,-21.900614754098363,-1.0,2.0
235,1141,133,453,USA,Ohio,Temperate,,,LUC,Switchgrass,grass,bioenergy,YES,grassland,1,1,10.0,973.0,40.4173,-82.9071,6.0,,0.0,30.0,15.0,,,,,,69.08,,0.0,30.0,15.0,,,,,,78.08,9.0,-11.526639344262296,-1.0,2.0
236,1142,133,454,USA,Ohio,Temperate,,,LUC,Switchgrass,grass,bioenergy,YES,grassland,1,1,10.0,973.0,40.4173,-82.9071,6.0,,0.0,30.0,15.0,,,,,,79.83,,0.0,30.0,15.0,,,,,,78.08,-1.75,2.2412909836065573,-1.0,2.0
237,1143,134,455,Canada,Canada,Boreal,,,LUC,Switchgrass,grass,bioenergy,YES,annual_crop,2,1,-1.0,503.0,56.1304,-106.3468,5.0,,0.0,30.0,15.0,,,,,,51.0,,0.0,30.0,15.0,,,,,,51.0,0.0,0.0,1.0,4.0
238,1144,134,456,Canada,Canada,Boreal,,,LUC,Switchgrass,grass,bioenergy,YES,annual_crop,2,1,-1.0,503.0,56.1304,-106.3468,5.0,,0.0,30.0,15.0,,,,,,60.0,,0.0,30.0,15.0,,,,,,54.0,-6.0,11.11111111111111,1.0,4.0
239,1147,135,457,USA,Indiana,Temperate,,,LUC,Switchgrass,grass,bioenergy,YES,annual_crop,2,1,10.0,995.0,40.2672,-86.1349,6.0,,0.0,30.0,15.0,,,,,,74.49,,0.0,30.0,15.0,,,,,,62.55,-11.939999999999998,19.08872901678657,1.0,4.0
240,1148,135,458,USA,Indiana,Temperate,,,LUC,Switchgrass,grass,bioenergy,YES,annual_crop,2,1,10.0,995.0,40.2672,-86.1349,6.0,,0.0,30.0,15.0,,,,,,115.17,,0.0,30.0,15.0,,,,,,106.77,-8.400000000000006,7.867378477100314,1.0,4.0
241,1149,135,459,USA,Indiana,Temperate,,,LUC,Switchgrass,grass,bioenergy,YES,annual_crop,2,1,10.0,995.0,40.2672,-86.1349,8.0,,0.0,30.0,15.0,,,,,,127.29,,0.0,30.0,15.0,,,,,,112.3,-14.990000000000007,13.348174532502236,1.0,4.0
242,1150,135,460,USA,Indiana,Temperate,,,LUC,Switchgrass,grass,bioenergy,YES,annual_crop,2,1,10.0,995.0,40.2672,-86.1349,6.0,,0.0,30.0,15.0,,,,,,64.86,,0.0,30.0,15.0,,,,,,50.35,-14.509999999999998,28.818272095332663,1.0,4.0
243,1151,135,461,USA,Indiana,Temperate,,,LUC,Switchgrass,grass,bioenergy,YES,annual_crop,2,1,10.0,995.0,40.2672,-86.1349,6.0,,0.0,30.0,15.0,,,,,,47.27,,0.0,30.0,15.0,,,,,,29.17,-18.1,62.05005142269455,1.0,4.0
244,1152,135,462,USA,Indiana,Temperate,,,LUC,Switchgrass,grass,bioenergy,YES,annual_crop,2,1,10.0,995.0,40.2672,-86.1349,5.0,,0.0,30.0,15.0,,,,,,125.73,,0.0,30.0,15.0,,,,,,135.41,9.679999999999993,-7.14865962632006,1.0,4.0
245,1153,135,463,USA,Indiana,Temperate,,,LUC,Switchgrass,grass,bioenergy,YES,annual_crop,2,1,10.0,995.0,40.2672,-86.1349,8.0,,0.0,30.0,15.0,,,,,,43.75,,0.0,30.0,15.0,,,,,,69.51,25.760000000000005,-37.05941591137966,1.0,4.0
246,1161,136,464,USA,Pennsylvania,Temperate,,,LUC,Switchgrass,grass,bioenergy,YES,annual_crop,1,1,10.0,1009.0,41.2033,-77.194,7.0,,0.0,30.0,15.0,,,,,,52.72,,0.0,30.0,15.0,,,,,,52.72,0.0,0.0,1.0,4.0
247,1162,136,465,USA,Pennsylvania,Temperate,,,LUC,Switchgrass,grass,bioenergy,YES,annual_crop,1,1,10.0,1009.0,41.2033,-77.194,5.0,,0.0,30.0,15.0,,,,,,49.21,,0.0,30.0,15.0,,,,,,52.33,3.119999999999997,-5.962163195107964,1.0,4.0
248,1163,137,466,USA,Tennessee,Temperate,,,LUC,Switchgrass,grass,bioenergy,YES,annual_crop,2,1,15.0,1397.0,35.5175,-86.5804,3.0,,0.0,30.0,15.0,,,,,,9.81,,0.0,30.0,15.0,,,,,,8.89,-0.92,10.348706411698537,1.0,4.0
249,1164,137,467,USA,Tennessee,Temperate,,,LUC,Switchgrass,grass,bioenergy,YES,annual_crop,2,1,15.0,1397.0,35.5175,-86.5804,3.0,,0.0,30.0,15.0,,,,,,7.65,,0.0,30.0,15.0,,,,,,7.33,-0.3200000000000003,4.365620736698503,1.0,4.0
250,1165,137,468,USA,Tennessee,Temperate,,,LUC,Switchgrass,grass,bioenergy,YES,annual_crop,2,1,15.0,1397.0,35.5175,-86.5804,3.0,,0.0,30.0,15.0,,,,,,7.87,,0.0,30.0,15.0,,,,,,6.04,-1.83,30.29801324503311,1.0,4.0
251,1166,137,469,USA,Tennessee,Temperate,,,LUC,Switchgrass,grass,bioenergy,YES,grassland,2,1,15.0,1397.0,35.5175,-86.5804,3.0,,0.0,30.0,15.0,,,,,,9.89,,0.0,30.0,15.0,,,,,,9.97,0.08,-0.8024072216649957,-1.0,2.0
252,1167,137,470,USA,Tennessee,Temperate,,,LUC,Switchgrass,grass,bioenergy,YES,annual_crop,2,1,15.0,1397.0,35.5175,-86.5804,3.0,,0.0,30.0,15.0,,,,,,8.84,,0.0,30.0,15.0,,,,,,7.72,-1.12,14.50777202072539,1.0,4.0
253,1168,137,471,USA,Tennessee,Temperate,,,LUC,Switchgrass,grass,bioenergy,YES,annual_crop,1,1,15.0,1397.0,35.5175,-86.5804,3.0,,0.0,30.0,15.0,,,,,,7.35,,0.0,30.0,15.0,,,,,,8.17,0.8200000000000003,-10.036719706242351,1.0,4.0
254,1174,138,472,USA,Nebraska,Temperate,,,LUC,Switchgrass,grass,bioenergy,YES,annual_crop,1,1,9.0,570.0,41.4925,-99.9018,9.0,,0.0,30.0,15.0,,,,,,15.01,,0.0,30.0,15.0,,,,,,12.51,-2.5,19.984012789768187,1.0,4.0
255,1175,138,473,USA,Nebraska,Temperate,,,LUC,Switchgrass,grass,bioenergy,YES,annual_crop,1,1,9.0,570.0,41.4925,-99.9018,9.0,,0.0,30.0,15.0,,,,,,19.61,,0.0,30.0,15.0,,,,,,12.51,-7.1,56.75459632294165,1.0,4.0
256,1176,138,474,USA,Nebraska,Temperate,,,LUC,Switchgrass,grass,bioenergy,YES,annual_crop,1,1,9.0,570.0,41.4925,-99.9018,9.0,,0.0,30.0,15.0,,,,,,17.81,,0.0,30.0,15.0,,,,,,12.51,-5.299999999999999,42.36610711430854,1.0,4.0
257,1177,139,475,USA,Alabama,Temperate,,,LUC,Switchgrass,grass,bioenergy,YES,annual_crop,1,1,18.0,1356.0,32.3182,-86.9023,2.0,,0.0,30.0,15.0,,,,,,28.44,,0.0,30.0,15.0,,,,,,17.63,-10.810000000000002,61.31593874078277,1.0,4.0
